ligand,generation,genetic_score
0,0,33083.7
0,1,-1.57105
0,2,-1.57105
0,3,-2.08109
0,4,-2.08536
0,5,-2.0934
0,6,-2.09767
0,7,-2.09767
0,8,-2.12589
0,9,-2.09945
0,10,-2.09945
0,11,-2.09945
0,12,-2.1089
0,13,-2.09945
0,14,-2.11056
0,15,-2.09945
0,16,-2.11615
0,17,-2.1733
0,18,-2.1733
0,19,-2.1733
0,20,-2.17406
0,21,-2.17406
0,22,-2.17406
0,23,-2.17406
0,24,-2.17406
0,25,-2.17406
0,26,-2.22409
0,27,-2.22409
0,28,-2.22409
0,29,-2.22409
0,30,-2.22409
0,31,-2.23217
0,32,-2.27313
0,33,-2.23217
0,34,-2.23733
0,35,-2.23733
0,36,-2.23733
0,37,-2.23733
0,38,-2.23733
0,39,-2.23733
0,40,-2.25695
0,41,-2.25695
0,42,-2.25695
0,43,-2.25695
0,44,-2.25695
0,45,-2.25695
0,46,-2.25695
0,47,-2.25695
0,48,-2.25952
0,49,-2.25952
0,50,-2.2617
0,51,-2.25952
0,52,-2.25952
0,53,-2.25952
0,54,-2.25952
0,55,-2.25952
0,56,-2.25952
0,57,-2.25952
0,58,-2.25952
0,59,-2.26881
0,60,-2.26881
0,61,-2.26881
0,62,-2.26881
0,63,-2.26881
0,64,-2.26881
0,65,-2.26881
0,66,-2.26881
0,67,-2.26881
0,68,-2.26881
0,69,-2.26881
0,70,-2.26881
0,71,-2.26881
0,72,-2.26881
0,73,-2.26881
0,74,-2.26881
0,75,-2.26881
0,76,-2.26881
0,77,-2.26881
0,78,-2.26881
0,79,-2.26881
0,80,-2.26881
0,81,-2.26881
0,82,-2.26881
0,83,-2.26881
0,84,-2.26881
0,85,-2.26881
0,86,-2.26881
0,87,-2.26881
0,88,-2.26881
0,89,-2.26881
0,90,-2.26881
0,91,-2.26881
0,92,-2.26881
0,93,-2.26881
0,94,-2.26881
0,95,-2.26881
0,96,-2.27004
0,97,-2.27004
0,98,-2.27004
0,99,-2.27004
