ligand,generation,genetic_score
0,0,131824
0,1,65503.1
0,2,58664.3
0,3,4052.31
0,4,4052.31
0,5,3998
0,6,3756.58
0,7,2654.57
0,8,2252.59
0,9,2252.59
0,10,1988.42
0,11,1983.07
0,12,1983.07
0,13,1903.88
0,14,1903.88
0,15,1853.79
0,16,1853.27
0,17,1844.86
0,18,1841.02
0,19,1813.08
0,20,1808.65
0,21,1799.95
0,22,1799.49
0,23,1798.84
0,24,1792.85
0,25,1790.68
0,26,1790.68
0,27,1789.96
0,28,1789.96
0,29,1789.96
0,30,1789.96
0,31,1789.96
0,32,1789.96
0,33,1789.96
0,34,1789.96
0,35,1789.96
0,36,1789.96
0,37,1789.96
0,38,1789.96
0,39,1789.96
0,40,1789.96
0,41,1789.96
0,42,1789.96
0,43,1750.14
0,44,1746.53
0,45,1746.53
0,46,1746.53
0,47,1746.53
0,48,1746.53
0,49,1746.53
0,50,1746.53
0,51,1746.53
0,52,1746.53
0,53,1746.53
0,54,1746.53
0,55,1736.78
0,56,1731.89
0,57,1727.71
0,58,1716.39
0,59,1712.02
0,60,1712.02
0,61,1712.02
0,62,1712.02
0,63,1712.02
0,64,1712.02
0,65,1705.42
0,66,1705.42
0,67,1705.42
0,68,1705.42
0,69,1705.42
0,70,1696.32
0,71,1696.32
0,72,1696.32
0,73,1689.79
0,74,1696.32
0,75,1689.27
0,76,1689.27
0,77,1682.37
0,78,1682.26
0,79,1682.26
0,80,1682.26
0,81,1682.26
0,82,1682.26
0,83,1678.17
0,84,1678.17
0,85,1678.17
0,86,1678.17
0,87,1678.17
0,88,1678.17
0,89,1677.7
0,90,1677.7
0,91,1677.7
0,92,1677.7
0,93,1677.7
0,94,1677.7
0,95,1677.7
0,96,1677.7
0,97,1676.19
0,98,1676.19
0,99,1675.59
