ligand,generation,genetic_score
0,0,131824
0,1,43009.5
0,2,24381.6
0,3,2138.13
0,4,2138.13
0,5,2063
0,6,2038.12
0,7,1950.07
0,8,1950.07
0,9,1901.6
0,10,1901.6
0,11,1809.07
0,12,1809.07
0,13,1801.22
0,14,1790.74
0,15,1779.62
0,16,1778.71
0,17,1728.69
0,18,1719.48
0,19,1719.48
0,20,1718.69
0,21,1712
0,22,1699.27
0,23,1699.27
0,24,1696.22
0,25,1694.6
0,26,1691.81
0,27,1690.12
0,28,1687.43
0,29,1682.83
0,30,1682.83
0,31,1679.87
0,32,1679.87
0,33,1673.97
0,34,1667.25
0,35,1667.36
0,36,1661.56
0,37,1656.15
0,38,1655.48
0,39,1653.08
0,40,1652.59
0,41,1643.59
0,42,1627.74
0,43,1629.47
0,44,1629.33
0,45,1627.78
0,46,1627.78
0,47,1627.78
0,48,1623.98
0,49,1610.1
0,50,1608.79
0,51,1608.79
0,52,1608.54
0,53,1606.22
0,54,1606.22
0,55,1599.78
0,56,1598.58
0,57,1598.58
0,58,1598.58
0,59,1597.63
0,60,1597.63
0,61,1597.23
0,62,1594.89
0,63,1592.64
0,64,1592.64
0,65,1591.64
0,66,1591.64
0,67,1591.56
0,68,1591.37
0,69,1591.05
0,70,1587.26
0,71,1587.26
0,72,1587.26
0,73,1586.93
0,74,1586.65
0,75,1579.42
0,76,1577.32
0,77,1579.42
0,78,1579
0,79,1576.9
0,80,1576.15
0,81,1576.53
0,82,1575.82
0,83,1575.82
0,84,1575.82
0,85,1571.28
0,86,1571.28
0,87,1571.28
0,88,1571.28
0,89,1571.28
0,90,1571.28
0,91,1571.17
0,92,1570.94
0,93,1570.94
0,94,1570.94
0,95,1570.94
0,96,1570.94
0,97,1570.94
0,98,1570.94
0,99,1570.94
