ligand,generation,genetic_score
0,0,0.718921
0,1,-0.976859
0,2,-1.84376
0,3,-2.12419
0,4,-2.46226
0,5,-2.46226
0,6,-2.46226
0,7,-4.41997
0,8,-4.41997
0,9,-4.54841
0,10,-4.54841
0,11,-4.54841
0,12,-4.59933
0,13,-4.59938
0,14,-4.59938
0,15,-4.64306
0,16,-4.64306
0,17,-4.64306
0,18,-4.64306
0,19,-4.71602
0,20,-4.71653
0,21,-4.7186
0,22,-4.71911
0,23,-4.71911
0,24,-4.71911
0,25,-4.80534
0,26,-4.80534
0,27,-4.80921
0,28,-4.80921
0,29,-4.80921
0,30,-4.80921
0,31,-4.80921
0,32,-4.80921
0,33,-4.80921
0,34,-4.80921
0,35,-4.80921
0,36,-4.80921
0,37,-4.80921
0,38,-4.80921
0,39,-4.80921
0,40,-4.80921
0,41,-4.80921
0,42,-4.80921
0,43,-4.80921
0,44,-4.80921
0,45,-4.80921
0,46,-4.80921
0,47,-4.80921
0,48,-4.80921
0,49,-4.80921
0,50,-4.80921
0,51,-4.80921
0,52,-4.82696
0,53,-4.82696
0,54,-4.82696
0,55,-4.82696
0,56,-4.82703
0,57,-4.82703
0,58,-4.82703
0,59,-4.82703
0,60,-4.82703
0,61,-4.82703
0,62,-4.82703
0,63,-4.82703
0,64,-4.82703
0,65,-4.82703
0,66,-4.82703
0,67,-4.82703
0,68,-4.82703
0,69,-4.82703
0,70,-4.82703
0,71,-4.82703
0,72,-4.82703
0,73,-4.82703
0,74,-4.82703
0,75,-4.82703
0,76,-4.82703
0,77,-4.82703
0,78,-4.82703
0,79,-4.82703
0,80,-4.82703
0,81,-4.82703
0,82,-4.82703
0,83,-4.82703
0,84,-4.82703
0,85,-4.82705
0,86,-4.82705
0,87,-4.82705
0,88,-4.82705
0,89,-4.82705
0,90,-4.82705
0,91,-4.82705
0,92,-4.82705
0,93,-4.82705
0,94,-4.82705
0,95,-4.82705
0,96,-4.82705
0,97,-4.82705
0,98,-4.82705
0,99,-4.82705
