ligand,generation,genetic_score
0,0,10559.9
0,1,6913.42
0,2,4410.5
0,3,258.522
0,4,253.724
0,5,15.1182
0,6,15.0055
0,7,2.85253
0,8,2.85253
0,9,-1.42491
0,10,-1.48573
0,11,-2.09097
0,12,-2.32366
0,13,-2.46351
0,14,-2.66341
0,15,-3.22909
0,16,-3.65062
0,17,-3.71867
0,18,-3.79569
0,19,-4.05088
0,20,-4.05119
0,21,-4.42364
0,22,-4.59154
0,23,-4.75069
0,24,-4.77393
0,25,-5.19716
0,26,-5.21532
0,27,-5.34073
0,28,-5.38678
0,29,-5.50308
0,30,-5.53604
0,31,-5.55688
0,32,-5.6394
0,33,-5.74944
0,34,-5.76031
0,35,-5.8077
0,36,-5.85665
0,37,-5.85665
0,38,-5.86262
0,39,-5.88082
0,40,-5.8853
0,41,-5.8974
0,42,-5.90318
0,43,-5.92389
0,44,-5.92581
0,45,-5.92587
0,46,-5.93152
0,47,-5.93451
0,48,-5.93451
0,49,-5.93464
0,50,-5.93554
0,51,-5.93603
0,52,-5.93619
0,53,-5.94728
0,54,-5.95623
0,55,-5.96094
0,56,-5.96193
0,57,-5.96193
0,58,-5.96258
0,59,-5.96258
0,60,-5.96258
0,61,-5.96808
0,62,-5.96808
0,63,-5.96808
0,64,-5.96808
0,65,-5.96901
0,66,-5.96901
0,67,-5.96902
0,68,-5.96909
0,69,-5.96909
0,70,-5.96909
0,71,-5.96909
0,72,-5.96909
0,73,-5.96909
0,74,-5.96909
0,75,-5.97986
0,76,-5.97986
0,77,-5.98239
0,78,-5.98244
0,79,-5.98643
0,80,-5.98785
0,81,-5.98853
0,82,-5.9894
0,83,-5.9934
0,84,-5.99569
0,85,-5.99623
0,86,-5.99885
0,87,-6.02581
0,88,-6.02581
0,89,-6.03628
0,90,-6.04969
0,91,-6.05481
0,92,-6.05481
0,93,-6.05667
0,94,-6.05691
0,95,-6.0653
0,96,-6.06631
0,97,-6.07366
0,98,-6.07366
0,99,-6.07366
