ligand,generation,genetic_score
0,0,10559.9
0,1,6175.15
0,2,4410.5
0,3,583.663
0,4,22.3004
0,5,-0.551273
0,6,-2.74039
0,7,-2.74039
0,8,-2.7618
0,9,-2.81817
0,10,-2.90278
0,11,-2.90278
0,12,-2.90278
0,13,-2.96371
0,14,-2.98031
0,15,-3.00745
0,16,-3.01394
0,17,-3.01531
0,18,-3.01531
0,19,-3.57627
0,20,-3.57627
0,21,-3.57627
0,22,-3.61618
0,23,-3.62111
0,24,-3.62111
0,25,-3.62111
0,26,-3.66779
0,27,-3.69303
0,28,-3.69303
0,29,-3.72889
0,30,-3.72889
0,31,-3.72889
0,32,-3.73092
0,33,-3.7323
0,34,-3.7323
0,35,-3.7323
0,36,-3.7323
0,37,-3.7323
0,38,-3.7323
0,39,-3.7323
0,40,-3.7323
0,41,-3.7323
0,42,-3.7323
0,43,-3.7323
0,44,-3.7323
0,45,-3.73752
0,46,-3.73752
0,47,-3.73752
0,48,-3.73752
0,49,-3.90018
0,50,-3.90018
0,51,-3.93958
0,52,-3.93958
0,53,-3.93958
0,54,-3.93958
0,55,-3.93958
0,56,-3.93958
0,57,-3.93974
0,58,-3.93974
0,59,-3.93974
0,60,-3.93974
0,61,-3.93974
0,62,-3.93974
0,63,-3.93974
0,64,-3.93974
0,65,-3.93974
0,66,-3.93974
0,67,-3.94038
0,68,-3.94038
0,69,-3.94038
0,70,-3.9414
0,71,-3.9414
0,72,-3.943
0,73,-3.943
0,74,-3.943
0,75,-3.943
0,76,-3.943
0,77,-3.943
0,78,-3.943
0,79,-3.943
0,80,-3.943
0,81,-3.943
0,82,-3.943
0,83,-3.943
0,84,-3.943
0,85,-3.943
0,86,-3.94397
0,87,-3.94397
0,88,-3.94397
0,89,-3.94399
0,90,-3.94399
0,91,-3.94399
0,92,-3.94399
0,93,-3.94399
0,94,-3.94399
0,95,-3.94399
0,96,-3.94399
0,97,-3.94399
0,98,-3.94399
0,99,-3.94399
