ligand,generation,genetic_score
0,0,20352.3
0,1,6.42167
0,2,6.42145
0,3,-6.52734
0,4,-6.52734
0,5,-6.52734
0,6,-7.0966
0,7,-6.9841
0,8,-7.06839
0,9,-7.26841
0,10,-7.39343
0,11,-7.39343
0,12,-7.46495
0,13,-7.54361
0,14,-7.55387
0,15,-7.55387
0,16,-7.57496
0,17,-7.57496
0,18,-7.64382
0,19,-7.64382
0,20,-7.64382
0,21,-7.64382
0,22,-7.64382
0,23,-7.64382
0,24,-7.64382
0,25,-7.6853
0,26,-7.6853
0,27,-7.70353
0,28,-7.70353
0,29,-7.70543
0,30,-7.70543
0,31,-7.70543
0,32,-7.70543
0,33,-7.70543
0,34,-7.71731
0,35,-7.80816
0,36,-7.80816
0,37,-7.80816
0,38,-7.80816
0,39,-7.80816
0,40,-7.80816
0,41,-7.80816
0,42,-7.80816
0,43,-7.80816
0,44,-7.81507
0,45,-7.81507
0,46,-7.82017
0,47,-7.82017
0,48,-7.83689
0,49,-7.83689
0,50,-7.83689
0,51,-7.86324
0,52,-7.86324
0,53,-7.86324
0,54,-7.86324
0,55,-7.86324
0,56,-7.8651
0,57,-7.8651
0,58,-7.89032
0,59,-7.8651
0,60,-7.8651
0,61,-7.8651
0,62,-7.88979
0,63,-7.88979
0,64,-7.90125
0,65,-7.90125
0,66,-7.90125
0,67,-7.90125
0,68,-7.90125
0,69,-7.90125
0,70,-7.90125
0,71,-7.91189
0,72,-7.91189
0,73,-7.91189
0,74,-7.91189
0,75,-7.91189
0,76,-7.91189
0,77,-7.91189
0,78,-7.91189
0,79,-7.91189
0,80,-7.91189
0,81,-7.91189
0,82,-7.91959
0,83,-7.91959
0,84,-7.92218
0,85,-7.92906
0,86,-7.92906
0,87,-7.92906
0,88,-7.92906
0,89,-7.92906
0,90,-7.92906
0,91,-7.92906
0,92,-7.92906
0,93,-7.92906
0,94,-7.92906
0,95,-7.92906
0,96,-7.92906
0,97,-7.92906
0,98,-7.92906
0,99,-7.92906
