name,score,generations,seed,rotamers,atoms,evaluations,population,rate,iteration
1hii_ligand,660.820496,4,3,19,93,90400,100,75,300
1hii_ligand,5.670874,4,4,19,93,90400,100,75,300
1hii_ligand,971.544434,4,5,19,93,90400,100,75,300
1hii_ligand,405.512085,4,6,19,93,90400,100,75,300
1hii_ligand,59.089577,4,7,19,93,90400,100,75,300
1hii_ligand,98.921494,4,8,19,93,90400,100,75,300
1hii_ligand,5.261041,4,9,19,93,90400,100,75,300
1hii_ligand,0.208431,26,0,19,93,100100,100,75,50
1hii_ligand,12.734267,26,10,19,93,100100,100,75,50
1hii_ligand,-1.475342,26,11,19,93,100100,100,75,50
1hii_ligand,8.074664,26,12,19,93,100100,100,75,50
1hii_ligand,13.341318,26,13,19,93,100100,100,75,50
1hii_ligand,1.156229,26,14,19,93,100100,100,75,50
1hii_ligand,-2.760146,26,1,19,93,100100,100,75,50
1hii_ligand,-1.008595,26,2,19,93,100100,100,75,50
1hii_ligand,-6.544884,26,3,19,93,100100,100,75,50
1hii_ligand,153.923279,26,4,19,93,100100,100,75,50
1hii_ligand,99.479225,26,5,19,93,100100,100,75,50
1hii_ligand,-0.216868,26,6,19,93,100100,100,75,50
1hii_ligand,-2.627904,26,7,19,93,100100,100,75,50
1hii_ligand,41.282146,26,8,19,93,100100,100,75,50
1hii_ligand,-3.912995,26,9,19,93,100100,100,75,50
1hii_ligand,6221.775879,1000,0,19,93,100000,100,N/A,N/A
1hii_ligand,14.206827,1000,10,19,93,100000,100,N/A,N/A
1hii_ligand,29.401957,1000,11,19,93,100000,100,N/A,N/A
1hii_ligand,2236.785889,1000,12,19,93,100000,100,N/A,N/A
1hii_ligand,12238.914062,1000,13,19,93,100000,100,N/A,N/A
1hii_ligand,86.719818,1000,14,19,93,100000,100,N/A,N/A
1hii_ligand,-1.957756,1000,1,19,93,100000,100,N/A,N/A
1hii_ligand,-1.915540,1000,2,19,93,100000,100,N/A,N/A
1hii_ligand,1869.164551,1000,3,19,93,100000,100,N/A,N/A
1hii_ligand,374.304871,1000,4,19,93,100000,100,N/A,N/A
1hii_ligand,108.515244,1000,5,19,93,100000,100,N/A,N/A
1hii_ligand,-0.190179,1000,6,19,93,100000,100,N/A,N/A
1hii_ligand,292.966095,1000,7,19,93,100000,100,N/A,N/A
1hii_ligand,128.492371,1000,8,19,93,100000,100,N/A,N/A
1hii_ligand,194.099442,1000,9,19,93,100000,100,N/A,N/A
2ya6_ligand,-8.863831,9,0,6,36,90900,100,100,100
2ya6_ligand,-7.639194,9,10,6,36,90900,100,100,100
2ya6_ligand,-5.597220,9,11,6,36,90900,100,100,100
2ya6_ligand,-9.310457,9,12,6,36,90900,100,100,100
2ya6_ligand,5.756744,9,13,6,36,90900,100,100,100
2ya6_ligand,-7.150202,9,14,6,36,90900,100,100,100
2ya6_ligand,-6.198949,9,1,6,36,90900,100,100,100
2ya6_ligand,-7.389832,9,2,6,36,90900,100,100,100
2ya6_ligand,-7.204089,9,3,6,36,90900,100,100,100
2ya6_ligand,-4.705734,9,4,6,36,90900,100,100,100
2ya6_ligand,-5.960368,9,5,6,36,90900,100,100,100
2ya6_ligand,-2.484570,9,6,6,36,90900,100,100,100
2ya6_ligand,-3.565397,9,7,6,36,90900,100,100,100
2ya6_ligand,-7.132265,9,8,6,36,90900,100,100,100
2ya6_ligand,-7.400624,9,9,6,36,90900,100,100,100
2ya6_ligand,-1.875892,90,0,6,36,99000,100,100,10
2ya6_ligand,1.404025,90,10,6,36,99000,100,100,10
2ya6_ligand,-6.774211,90,11,6,36,99000,100,100,10
2ya6_ligand,-13.160679,90,12,6,36,99000,100,100,10
2ya6_ligand,15.560650,90,13,6,36,99000,100,100,10
2ya6_ligand,-7.188709,90,14,6,36,99000,100,100,10
2ya6_ligand,-11.703639,90,1,6,36,99000,100,100,10
2ya6_ligand,-8.000060,90,2,6,36,99000,100,100,10
2ya6_ligand,-3.001687,90,3,6,36,99000,100,100,10
2ya6_ligand,-6.079862,90,4,6,36,99000,100,100,10
2ya6_ligand,-3.723729,90,5,6,36,99000,100,100,10
2ya6_ligand,-3.038279,90,6,6,36,99000,100,100,10
2ya6_ligand,-5.998466,90,7,6,36,99000,100,100,10
2ya6_ligand,-8.684153,90,8,6,36,99000,100,100,10
2ya6_ligand,-8.428851,90,9,6,36,99000,100,100,10
2ya6_ligand,1.137441,4,0,6,36,80400,100,100,200
2ya6_ligand,42.493664,4,10,6,36,80400,100,100,200
2ya6_ligand,1.760253,4,11,6,36,80400,100,100,200
2ya6_ligand,-2.667408,4,12,6,36,80400,100,100,200
2ya6_ligand,6.109743,4,13,6,36,80400,100,100,200
2ya6_ligand,261.917664,4,14,6,36,80400,100,100,200
2ya6_ligand,1.008527,4,1,6,36,80400,100,100,200
2ya6_ligand,13.286092,4,2,6,36,80400,100,100,200
2ya6_ligand,0.263042,4,3,6,36,80400,100,100,200
2ya6_ligand,8.986406,4,4,6,36,80400,100,100,200
2ya6_ligand,0.380547,4,5,6,36,80400,100,100,200
2ya6_ligand,-1.734082,4,6,6,36,80400,100,100,200
2ya6_ligand,14.121118,4,7,6,36,80400,100,100,200
2ya6_ligand,7.168414,4,8,6,36,80400,100,100,200
2ya6_ligand,-2.830580,4,9,6,36,80400,100,100,200
2ya6_ligand,-2.124245,38,0,6,36,98800,100,100,25
2ya6_ligand,-2.457701,38,10,6,36,98800,100,100,25
2ya6_ligand,-5.884892,38,11,6,36,98800,100,100,25
2ya6_ligand,-13.102653,38,12,6,36,98800,100,100,25
2ya6_ligand,-3.391249,38,13,6,36,98800,100,100,25
2ya6_ligand,226.682220,38,14,6,36,98800,100,100,25
2ya6_ligand,-6.685189,38,1,6,36,98800,100,100,25
2ya6_ligand,-7.303044,38,2,6,36,98800,100,100,25
2ya6_ligand,-9.143331,38,3,6,36,98800,100,100,25
2ya6_ligand,7.542764,38,4,6,36,98800,100,100,25
2ya6_ligand,-7.550009,38,5,6,36,98800,100,100,25
2ya6_ligand,-4.198559,38,6,6,36,98800,100,100,25
2ya6_ligand,-3.736400,38,7,6,36,98800,100,100,25
2ya6_ligand,2.811978,38,8,6,36,98800,100,100,25
2ya6_ligand,5.025852,38,9,6,36,98800,100,100,25
2ya6_ligand,-7.796481,3,0,6,36,90300,100,100,300
2ya6_ligand,4.968633,3,10,6,36,90300,100,100,300
2ya6_ligand,-4.847211,3,11,6,36,90300,100,100,300
2ya6_ligand,-5.291942,3,12,6,36,90300,100,100,300
2ya6_ligand,5.858643,3,13,6,36,90300,100,100,300
2ya6_ligand,664.652954,3,14,6,36,90300,100,100,300
2ya6_ligand,-3.444527,3,1,6,36,90300,100,100,300
2ya6_ligand,1.484659,3,2,6,36,90300,100,100,300
2ya6_ligand,-2.830575,3,3,6,36,90300,100,100,300
2ya6_ligand,-0.886536,3,4,6,36,90300,100,100,300
2ya6_ligand,-2.463825,3,5,6,36,90300,100,100,300
2ya6_ligand,-2.293878,3,6,6,36,90300,100,100,300
2ya6_ligand,9.563201,3,7,6,36,90300,100,100,300
2ya6_ligand,-2.439870,3,8,6,36,90300,100,100,300
2ya6_ligand,-3.990234,3,9,6,36,90300,100,100,300
2ya6_ligand,-8.924465,19,0,6,36,96900,100,100,50
2ya6_ligand,-9.642204,19,10,6,36,96900,100,100,50
2ya6_ligand,2.135113,19,11,6,36,96900,100,100,50
2ya6_ligand,-8.036785,19,12,6,36,96900,100,100,50
2ya6_ligand,-3.765208,19,13,6,36,96900,100,100,50
2ya6_ligand,-9.207910,19,14,6,36,96900,100,100,50
2ya6_ligand,-6.578084,19,1,6,36,96900,100,100,50
2ya6_ligand,0.380428,19,2,6,36,96900,100,100,50
2ya6_ligand,-7.621409,19,3,6,36,96900,100,100,50
2ya6_ligand,-4.089272,19,4,6,36,96900,100,100,50
2ya6_ligand,-4.284629,19,5,6,36,96900,100,100,50
2ya6_ligand,-3.828464,19,6,6,36,96900,100,100,50
2ya6_ligand,-5.459039,19,7,6,36,96900,100,100,50
2ya6_ligand,-10.955065,19,8,6,36,96900,100,100,50
2ya6_ligand,-6.548649,19,9,6,36,96900,100,100,50
2ya6_ligand,-7.077287,90,0,6,36,99000,100,10,100
2ya6_ligand,-11.539436,90,10,6,36,99000,100,10,100
2ya6_ligand,-6.034466,90,11,6,36,99000,100,10,100
2ya6_ligand,-12.757265,90,12,6,36,99000,100,10,100
2ya6_ligand,-4.130405,90,13,6,36,99000,100,10,100
2ya6_ligand,1190.569458,90,14,6,36,99000,100,10,100
2ya6_ligand,-5.059649,90,1,6,36,99000,100,10,100
2ya6_ligand,-8.588722,90,2,6,36,99000,100,10,100
2ya6_ligand,-8.983727,90,3,6,36,99000,100,10,100
2ya6_ligand,-6.924491,90,4,6,36,99000,100,10,100
2ya6_ligand,-4.437865,90,5,6,36,99000,100,10,100
2ya6_ligand,-7.995663,90,6,6,36,99000,100,10,100
2ya6_ligand,-4.427973,90,7,6,36,99000,100,10,100
2ya6_ligand,-9.554382,90,8,6,36,99000,100,10,100
2ya6_ligand,-8.087960,90,9,6,36,99000,100,10,100
2ya6_ligand,-0.435210,500,0,6,36,100000,100,10,10
2ya6_ligand,42.590122,500,10,6,36,100000,100,10,10
2ya6_ligand,-3.816469,500,11,6,36,100000,100,10,10
2ya6_ligand,-9.878895,500,12,6,36,100000,100,10,10
2ya6_ligand,18.833578,500,13,6,36,100000,100,10,10
2ya6_ligand,1542.910278,500,14,6,36,100000,100,10,10
2ya6_ligand,-9.614762,500,1,6,36,100000,100,10,10
2ya6_ligand,-8.732862,500,2,6,36,100000,100,10,10
2ya6_ligand,0.448830,500,3,6,36,100000,100,10,10
2ya6_ligand,-7.139557,500,4,6,36,100000,100,10,10
2ya6_ligand,-3.150942,500,5,6,36,100000,100,10,10
2ya6_ligand,37.507298,500,6,6,36,100000,100,10,10
2ya6_ligand,2.750417,500,7,6,36,100000,100,10,10
2ya6_ligand,-9.226165,500,8,6,36,100000,100,10,10
2ya6_ligand,-4.669446,500,9,6,36,100000,100,10,10
2ya6_ligand,-4.464273,47,0,6,36,98700,100,10,200
2ya6_ligand,-10.548650,47,10,6,36,98700,100,10,200
2ya6_ligand,-6.088965,47,11,6,36,98700,100,10,200
2ya6_ligand,-13.440079,47,12,6,36,98700,100,10,200
2ya6_ligand,-4.272406,47,13,6,36,98700,100,10,200
2ya6_ligand,969.955017,47,14,6,36,98700,100,10,200
2ya6_ligand,-9.975634,47,1,6,36,98700,100,10,200
2ya6_ligand,-9.235662,47,2,6,36,98700,100,10,200
2ya6_ligand,-6.329046,47,3,6,36,98700,100,10,200
2ya6_ligand,-5.953360,47,4,6,36,98700,100,10,200
2ya6_ligand,-4.742978,47,5,6,36,98700,100,10,200
2ya6_ligand,-9.221561,47,6,6,36,98700,100,10,200
2ya6_ligand,-3.360184,47,7,6,36,98700,100,10,200
2ya6_ligand,-8.604833,47,8,6,36,98700,100,10,200
2ya6_ligand,-7.095838,47,9,6,36,98700,100,10,200
2ya6_ligand,3.814137,333,0,6,36,116550,100,10,25
2ya6_ligand,-3.594566,333,10,6,36,116550,100,10,25
2ya6_ligand,-5.482597,333,11,6,36,116550,100,10,25
2ya6_ligand,-9.857054,333,12,6,36,116550,100,10,25
2ya6_ligand,14.514539,333,13,6,36,116550,100,10,25
2ya6_ligand,45.799171,333,14,6,36,116550,100,10,25
2ya6_ligand,-9.709428,333,1,6,36,116550,100,10,25
2ya6_ligand,-7.840897,333,2,6,36,116550,100,10,25
2ya6_ligand,-0.271688,333,3,6,36,116550,100,10,25
2ya6_ligand,17.273758,333,4,6,36,116550,100,10,25
2ya6_ligand,28.090984,333,5,6,36,116550,100,10,25
2ya6_ligand,-7.552095,333,6,6,36,116550,100,10,25
2ya6_ligand,4.121918,333,7,6,36,116550,100,10,25
2ya6_ligand,-9.226675,333,8,6,36,116550,100,10,25
2ya6_ligand,-10.499685,333,9,6,36,116550,100,10,25
2ya6_ligand,-8.563933,32,0,6,36,99200,100,10,300
2ya6_ligand,-9.686031,32,10,6,36,99200,100,10,300
2ya6_ligand,-6.120377,32,11,6,36,99200,100,10,300
2ya6_ligand,-12.538028,32,12,6,36,99200,100,10,300
2ya6_ligand,-4.679722,32,13,6,36,99200,100,10,300
2ya6_ligand,521.902527,32,14,6,36,99200,100,10,300
2ya6_ligand,-9.504868,32,1,6,36,99200,100,10,300
2ya6_ligand,-2.808678,32,2,6,36,99200,100,10,300
2ya6_ligand,-9.962212,32,3,6,36,99200,100,10,300
2ya6_ligand,-9.465801,32,4,6,36,99200,100,10,300
2ya6_ligand,-4.773119,32,5,6,36,99200,100,10,300
2ya6_ligand,-8.852574,32,6,6,36,99200,100,10,300
2ya6_ligand,-3.188751,32,7,6,36,99200,100,10,300
2ya6_ligand,-9.223968,32,8,6,36,99200,100,10,300
2ya6_ligand,-8.166016,32,9,6,36,99200,100,10,300
2ya6_ligand,-7.585045,166,0,6,36,99600,100,10,50
2ya6_ligand,-10.477560,166,10,6,36,99600,100,10,50
2ya6_ligand,-5.465575,166,11,6,36,99600,100,10,50
2ya6_ligand,-9.550152,166,12,6,36,99600,100,10,50
2ya6_ligand,14.075750,166,13,6,36,99600,100,10,50
2ya6_ligand,33.750145,166,14,6,36,99600,100,10,50
2ya6_ligand,-0.902781,166,1,6,36,99600,100,10,50
2ya6_ligand,-9.153535,166,2,6,36,99600,100,10,50
2ya6_ligand,-12.483775,166,3,6,36,99600,100,10,50
2ya6_ligand,0.190193,166,4,6,36,99600,100,10,50
2ya6_ligand,-4.240334,166,5,6,36,99600,100,10,50
2ya6_ligand,-1.873528,166,6,6,36,99600,100,10,50
2ya6_ligand,6.610003,166,7,6,36,99600,100,10,50
2ya6_ligand,-9.669214,166,8,6,36,99600,100,10,50
2ya6_ligand,-6.704814,166,9,6,36,99600,100,10,50
2ya6_ligand,-2.811753,38,0,6,36,98800,100,25,100
2ya6_ligand,-10.448393,38,10,6,36,98800,100,25,100
2ya6_ligand,-6.036315,38,11,6,36,98800,100,25,100
2ya6_ligand,-11.792909,38,12,6,36,98800,100,25,100
2ya6_ligand,-5.051846,38,13,6,36,98800,100,25,100
2ya6_ligand,234.871658,38,14,6,36,98800,100,25,100
2ya6_ligand,-8.877113,38,1,6,36,98800,100,25,100
2ya6_ligand,-7.705744,38,2,6,36,98800,100,25,100
2ya6_ligand,-8.061224,38,3,6,36,98800,100,25,100
2ya6_ligand,-4.794292,38,4,6,36,98800,100,25,100
2ya6_ligand,-6.167536,38,5,6,36,98800,100,25,100
2ya6_ligand,-4.418865,38,6,6,36,98800,100,25,100
2ya6_ligand,-4.318103,38,7,6,36,98800,100,25,100
2ya6_ligand,-8.547783,38,8,6,36,98800,100,25,100
2ya6_ligand,-8.200690,38,9,6,36,98800,100,25,100
2ya6_ligand,2.302804,333,0,6,36,116550,100,25,10
2ya6_ligand,-10.184638,333,10,6,36,116550,100,25,10
2ya6_ligand,-3.083006,333,11,6,36,116550,100,25,10
2ya6_ligand,-12.492855,333,12,6,36,116550,100,25,10
2ya6_ligand,16.670387,333,13,6,36,116550,100,25,10
2ya6_ligand,228.890091,333,14,6,36,116550,100,25,10
2ya6_ligand,4.221010,333,1,6,36,116550,100,25,10
2ya6_ligand,-8.238490,333,2,6,36,116550,100,25,10
2ya6_ligand,1074.517578,333,3,6,36,116550,100,25,10
2ya6_ligand,-0.057394,333,4,6,36,116550,100,25,10
2ya6_ligand,2.265612,333,5,6,36,116550,100,25,10
2ya6_ligand,32.469963,333,6,6,36,116550,100,25,10
2ya6_ligand,3.858706,333,7,6,36,116550,100,25,10
2ya6_ligand,5.472459,333,8,6,36,116550,100,25,10
2ya6_ligand,-7.526577,333,9,6,36,116550,100,25,10
2ya6_ligand,-4.189450,19,0,6,36,96900,100,25,200
2ya6_ligand,-10.455665,19,10,6,36,96900,100,25,200
2ya6_ligand,-6.039471,19,11,6,36,96900,100,25,200
2ya6_ligand,-12.632735,19,12,6,36,96900,100,25,200
2ya6_ligand,-2.583834,19,13,6,36,96900,100,25,200
2ya6_ligand,-4.488905,19,14,6,36,96900,100,25,200
2ya6_ligand,-12.141068,19,1,6,36,96900,100,25,200
2ya6_ligand,-8.576051,19,2,6,36,96900,100,25,200
2ya6_ligand,-8.137926,19,3,6,36,96900,100,25,200
2ya6_ligand,-5.662870,19,4,6,36,96900,100,25,200
2ya6_ligand,-4.599168,19,5,6,36,96900,100,25,200
2ya6_ligand,-3.948833,19,6,6,36,96900,100,25,200
2ya6_ligand,-3.514997,19,7,6,36,96900,100,25,200
2ya6_ligand,-6.780993,19,8,6,36,96900,100,25,200
2ya6_ligand,-1.093209,19,9,6,36,96900,100,25,200
2ya6_ligand,-4.984572,142,0,6,36,102950,100,25,25
2ya6_ligand,-10.147110,142,10,6,36,102950,100,25,25
2ya6_ligand,-4.735611,142,11,6,36,102950,100,25,25
2ya6_ligand,-13.104063,142,12,6,36,102950,100,25,25
2ya6_ligand,23.726093,142,13,6,36,102950,100,25,25
2ya6_ligand,242.021988,142,14,6,36,102950,100,25,25
2ya6_ligand,-8.742974,142,1,6,36,102950,100,25,25
2ya6_ligand,-8.048427,142,2,6,36,102950,100,25,25
2ya6_ligand,1062.585449,142,3,6,36,102950,100,25,25
2ya6_ligand,-4.731059,142,4,6,36,102950,100,25,25
2ya6_ligand,-8.898763,142,5,6,36,102950,100,25,25
2ya6_ligand,25.582508,142,6,6,36,102950,100,25,25
2ya6_ligand,-4.145473,142,7,6,36,102950,100,25,25
2ya6_ligand,-8.451928,142,8,6,36,102950,100,25,25
2ya6_ligand,-7.738167,142,9,6,36,102950,100,25,25
2ya6_ligand,-8.145541,13,0,6,36,98800,100,25,300
2ya6_ligand,-10.467378,13,10,6,36,98800,100,25,300
2ya6_ligand,-6.037246,13,11,6,36,98800,100,25,300
2ya6_ligand,-13.268703,13,12,6,36,98800,100,25,300
2ya6_ligand,-6.209697,13,13,6,36,98800,100,25,300
2ya6_ligand,-9.657910,13,14,6,36,98800,100,25,300
2ya6_ligand,-10.251041,13,1,6,36,98800,100,25,300
2ya6_ligand,-9.066891,13,2,6,36,98800,100,25,300
2ya6_ligand,-6.258469,13,3,6,36,98800,100,25,300
2ya6_ligand,-5.410767,13,4,6,36,98800,100,25,300
2ya6_ligand,-6.747399,13,5,6,36,98800,100,25,300
2ya6_ligand,-4.549179,13,6,6,36,98800,100,25,300
2ya6_ligand,-3.821723,13,7,6,36,98800,100,25,300
2ya6_ligand,-5.078113,13,8,6,36,98800,100,25,300
2ya6_ligand,-10.428705,13,9,6,36,98800,100,25,300
2ya6_ligand,-2.613064,76,0,6,36,102600,100,25,50
2ya6_ligand,-10.541582,76,10,6,36,102600,100,25,50
2ya6_ligand,-5.623751,76,11,6,36,102600,100,25,50
2ya6_ligand,-10.900713,76,12,6,36,102600,100,25,50
2ya6_ligand,13.154533,76,13,6,36,102600,100,25,50
2ya6_ligand,228.499756,76,14,6,36,102600,100,25,50
2ya6_ligand,-8.744421,76,1,6,36,102600,100,25,50
2ya6_ligand,-4.249321,76,2,6,36,102600,100,25,50
2ya6_ligand,-7.760067,76,3,6,36,102600,100,25,50
2ya6_ligand,-5.189973,76,4,6,36,102600,100,25,50
2ya6_ligand,-5.451619,76,5,6,36,102600,100,25,50
2ya6_ligand,-8.718208,76,6,6,36,102600,100,25,50
2ya6_ligand,3.792438,76,7,6,36,102600,100,25,50
2ya6_ligand,-8.742364,76,8,6,36,102600,100,25,50
2ya6_ligand,-3.768772,76,9,6,36,102600,100,25,50
2ya6_ligand,-7.128099,19,0,6,36,96900,100,50,100
2ya6_ligand,-10.326633,19,10,6,36,96900,100,50,100
2ya6_ligand,-5.084085,19,11,6,36,96900,100,50,100
2ya6_ligand,-8.837227,19,12,6,36,96900,100,50,100
2ya6_ligand,-5.246233,19,13,6,36,96900,100,50,100
2ya6_ligand,-7.139291,19,14,6,36,96900,100,50,100
2ya6_ligand,-8.742407,19,1,6,36,96900,100,50,100
2ya6_ligand,-8.338403,19,2,6,36,96900,100,50,100
2ya6_ligand,-7.920251,19,3,6,36,96900,100,50,100
2ya6_ligand,-4.669799,19,4,6,36,96900,100,50,100
2ya6_ligand,-4.749872,19,5,6,36,96900,100,50,100
2ya6_ligand,-4.377774,19,6,6,36,96900,100,50,100
2ya6_ligand,-5.282402,19,7,6,36,96900,100,50,100
2ya6_ligand,-8.683390,19,8,6,36,96900,100,50,100
2ya6_ligand,-7.970159,19,9,6,36,96900,100,50,100
2ya6_ligand,-3.414883,166,0,6,36,99600,100,50,10
2ya6_ligand,1.545877,166,10,6,36,99600,100,50,10
2ya6_ligand,-4.126332,166,11,6,36,99600,100,50,10
2ya6_ligand,-12.868348,166,12,6,36,99600,100,50,10
2ya6_ligand,15.733516,166,13,6,36,99600,100,50,10
2ya6_ligand,262.391876,166,14,6,36,99600,100,50,10
2ya6_ligand,-11.723488,166,1,6,36,99600,100,50,10
2ya6_ligand,-8.064131,166,2,6,36,99600,100,50,10
2ya6_ligand,-8.332116,166,3,6,36,99600,100,50,10
2ya6_ligand,-6.162446,166,4,6,36,99600,100,50,10
2ya6_ligand,-2.045457,166,5,6,36,99600,100,50,10
2ya6_ligand,1.380071,166,6,6,36,99600,100,50,10
2ya6_ligand,4.780282,166,7,6,36,99600,100,50,10
2ya6_ligand,-5.500956,166,8,6,36,99600,100,50,10
2ya6_ligand,-10.393444,166,9,6,36,99600,100,50,10
2ya6_ligand,-6.987772,9,0,6,36,90900,100,50,200
2ya6_ligand,-10.417912,9,10,6,36,90900,100,50,200
2ya6_ligand,-6.286394,9,11,6,36,90900,100,50,200
2ya6_ligand,-12.533289,9,12,6,36,90900,100,50,200
2ya6_ligand,-3.721897,9,13,6,36,90900,100,50,200
2ya6_ligand,3.438536,9,14,6,36,90900,100,50,200
2ya6_ligand,-9.935290,9,1,6,36,90900,100,50,200
2ya6_ligand,-8.220997,9,2,6,36,90900,100,50,200
2ya6_ligand,-7.757272,9,3,6,36,90900,100,50,200
2ya6_ligand,-4.222673,9,4,6,36,90900,100,50,200
2ya6_ligand,-7.818895,9,5,6,36,90900,100,50,200
2ya6_ligand,-7.123446,9,6,6,36,90900,100,50,200
2ya6_ligand,-7.813238,9,7,6,36,90900,100,50,200
2ya6_ligand,-8.728295,9,8,6,36,90900,100,50,200
2ya6_ligand,-7.858610,9,9,6,36,90900,100,50,200
2ya6_ligand,-9.004461,76,0,6,36,102600,100,50,25
2ya6_ligand,1.353650,76,10,6,36,102600,100,50,25
2ya6_ligand,-4.707993,76,11,6,36,102600,100,50,25
2ya6_ligand,-8.745985,76,12,6,36,102600,100,50,25
2ya6_ligand,14.286712,76,13,6,36,102600,100,50,25
2ya6_ligand,220.667175,76,14,6,36,102600,100,50,25
2ya6_ligand,-8.747414,76,1,6,36,102600,100,50,25
2ya6_ligand,-8.449088,76,2,6,36,102600,100,50,25
2ya6_ligand,-8.085681,76,3,6,36,102600,100,50,25
2ya6_ligand,-4.156580,76,4,6,36,102600,100,50,25
2ya6_ligand,-8.337772,76,5,6,36,102600,100,50,25
2ya6_ligand,4.602933,76,6,6,36,102600,100,50,25
2ya6_ligand,1.641353,76,7,6,36,102600,100,50,25
2ya6_ligand,-8.486238,76,8,6,36,102600,100,50,25
2ya6_ligand,-7.996298,76,9,6,36,102600,100,50,25
2ya6_ligand,-6.727101,6,0,6,36,90600,100,50,300
2ya6_ligand,-10.100584,6,10,6,36,90600,100,50,300
2ya6_ligand,-5.710684,6,11,6,36,90600,100,50,300
2ya6_ligand,-7.523383,6,12,6,36,90600,100,50,300
2ya6_ligand,-2.432079,6,13,6,36,90600,100,50,300
2ya6_ligand,-5.566650,6,14,6,36,90600,100,50,300
2ya6_ligand,-7.894817,6,1,6,36,90600,100,50,300
2ya6_ligand,-7.094985,6,2,6,36,90600,100,50,300
2ya6_ligand,-7.157113,6,3,6,36,90600,100,50,300
2ya6_ligand,-4.347428,6,4,6,36,90600,100,50,300
2ya6_ligand,-5.483394,6,5,6,36,90600,100,50,300
2ya6_ligand,-3.795626,6,6,6,36,90600,100,50,300
2ya6_ligand,-6.754194,6,7,6,36,90600,100,50,300
2ya6_ligand,-4.879391,6,8,6,36,90600,100,50,300
2ya6_ligand,-6.775440,6,9,6,36,90600,100,50,300
2ya6_ligand,6.422672,38,0,6,36,98800,100,50,50
2ya6_ligand,-10.210898,38,10,6,36,98800,100,50,50
2ya6_ligand,-4.737444,38,11,6,36,98800,100,50,50
2ya6_ligand,-8.286399,38,12,6,36,98800,100,50,50
2ya6_ligand,-2.944303,38,13,6,36,98800,100,50,50
2ya6_ligand,227.783234,38,14,6,36,98800,100,50,50
2ya6_ligand,-8.829044,38,1,6,36,98800,100,50,50
2ya6_ligand,-0.814318,38,2,6,36,98800,100,50,50
2ya6_ligand,-7.926963,38,3,6,36,98800,100,50,50
2ya6_ligand,-4.545357,38,4,6,36,98800,100,50,50
2ya6_ligand,-4.731277,38,5,6,36,98800,100,50,50
2ya6_ligand,-4.487940,38,6,6,36,98800,100,50,50
2ya6_ligand,-3.890897,38,7,6,36,98800,100,50,50
2ya6_ligand,-8.065005,38,8,6,36,98800,100,50,50
2ya6_ligand,-8.129435,38,9,6,36,98800,100,50,50
2ya6_ligand,-8.985064,13,0,6,36,98800,100,75,100
2ya6_ligand,-8.517091,13,10,6,36,98800,100,75,100
2ya6_ligand,-6.125679,13,11,6,36,98800,100,75,100
2ya6_ligand,-8.108079,13,12,6,36,98800,100,75,100
2ya6_ligand,-3.632457,13,13,6,36,98800,100,75,100
2ya6_ligand,-9.035141,13,14,6,36,98800,100,75,100
2ya6_ligand,-8.684370,13,1,6,36,98800,100,75,100
2ya6_ligand,-7.694397,13,2,6,36,98800,100,75,100
2ya6_ligand,-7.889186,13,3,6,36,98800,100,75,100
2ya6_ligand,-6.324412,13,4,6,36,98800,100,75,100
2ya6_ligand,-4.694482,13,5,6,36,98800,100,75,100
2ya6_ligand,-3.741783,13,6,6,36,98800,100,75,100
2ya6_ligand,-3.682448,13,7,6,36,98800,100,75,100
2ya6_ligand,-9.713724,13,8,6,36,98800,100,75,100
2ya6_ligand,-7.974524,13,9,6,36,98800,100,75,100
2ya6_ligand,-0.093616,125,0,6,36,106250,100,75,10
2ya6_ligand,17.023760,125,10,6,36,106250,100,75,10
2ya6_ligand,-4.201023,125,11,6,36,106250,100,75,10
2ya6_ligand,-12.926880,125,12,6,36,106250,100,75,10
2ya6_ligand,16.033440,125,13,6,36,106250,100,75,10
2ya6_ligand,223.648346,125,14,6,36,106250,100,75,10
2ya6_ligand,-8.788337,125,1,6,36,106250,100,75,10
2ya6_ligand,-8.190135,125,2,6,36,106250,100,75,10
2ya6_ligand,-6.729105,125,3,6,36,106250,100,75,10
2ya6_ligand,-6.029556,125,4,6,36,106250,100,75,10
2ya6_ligand,-2.802645,125,5,6,36,106250,100,75,10
2ya6_ligand,-4.464190,125,6,6,36,106250,100,75,10
2ya6_ligand,7.612592,125,7,6,36,106250,100,75,10
2ya6_ligand,-3.659668,125,8,6,36,106250,100,75,10
2ya6_ligand,-7.440240,125,9,6,36,106250,100,75,10
2ya6_ligand,-7.681720,6,0,6,36,90600,100,75,200
2ya6_ligand,-7.510641,6,10,6,36,90600,100,75,200
2ya6_ligand,-5.753058,6,11,6,36,90600,100,75,200
2ya6_ligand,-7.230078,6,12,6,36,90600,100,75,200
2ya6_ligand,2.334990,6,13,6,36,90600,100,75,200
2ya6_ligand,-0.750651,6,14,6,36,90600,100,75,200
2ya6_ligand,-5.907467,6,1,6,36,90600,100,75,200
2ya6_ligand,-6.634809,6,2,6,36,90600,100,75,200
2ya6_ligand,-6.304965,6,3,6,36,90600,100,75,200
2ya6_ligand,-4.394159,6,4,6,36,90600,100,75,200
2ya6_ligand,-4.912354,6,5,6,36,90600,100,75,200
