name,score,generations,seed,rotamers,atoms,evaluations,population,rate,iteration
1fkb_ligand,-4.254284,9,7,6,144,90900,100,50,200
1fkb_ligand,-5.191617,9,8,6,144,90900,100,50,200
1fkb_ligand,-8.619327,9,9,6,144,90900,100,50,200
1fkb_ligand,-16.295658,76,0,6,144,102600,100,50,25
1fkb_ligand,-1.098077,76,10,6,144,102600,100,50,25
1fkb_ligand,-7.676636,76,11,6,144,102600,100,50,25
1fkb_ligand,-6.145288,76,12,6,144,102600,100,50,25
1fkb_ligand,-4.662354,76,13,6,144,102600,100,50,25
1fkb_ligand,-2.242453,76,14,6,144,102600,100,50,25
1fkb_ligand,-3.249203,76,1,6,144,102600,100,50,25
1fkb_ligand,-4.745789,76,2,6,144,102600,100,50,25
1fkb_ligand,-3.028009,76,3,6,144,102600,100,50,25
1fkb_ligand,-7.184757,76,4,6,144,102600,100,50,25
1fkb_ligand,-3.810641,76,5,6,144,102600,100,50,25
1fkb_ligand,-5.288483,76,6,6,144,102600,100,50,25
1fkb_ligand,-5.273967,76,7,6,144,102600,100,50,25
1fkb_ligand,-3.120454,76,8,6,144,102600,100,50,25
1fkb_ligand,-7.700189,76,9,6,144,102600,100,50,25
1fkb_ligand,-14.987556,6,0,6,144,90600,100,50,300
1fkb_ligand,-3.393617,6,10,6,144,90600,100,50,300
1fkb_ligand,-5.996706,6,11,6,144,90600,100,50,300
1fkb_ligand,-7.565078,6,12,6,144,90600,100,50,300
1fkb_ligand,-5.618416,6,13,6,144,90600,100,50,300
1fkb_ligand,-6.078175,6,14,6,144,90600,100,50,300
1fkb_ligand,-3.475122,6,1,6,144,90600,100,50,300
1fkb_ligand,-5.179222,6,2,6,144,90600,100,50,300
1fkb_ligand,-3.112701,6,3,6,144,90600,100,50,300
1fkb_ligand,-7.651312,6,4,6,144,90600,100,50,300
1fkb_ligand,-3.907751,6,5,6,144,90600,100,50,300
1fkb_ligand,-6.174935,6,6,6,144,90600,100,50,300
1fkb_ligand,-3.874005,6,7,6,144,90600,100,50,300
1fkb_ligand,-4.768591,6,8,6,144,90600,100,50,300
1fkb_ligand,-8.053378,6,9,6,144,90600,100,50,300
1fkb_ligand,-16.277225,38,0,6,144,98800,100,50,50
1fkb_ligand,-2.076067,38,10,6,144,98800,100,50,50
1fkb_ligand,-5.444548,38,11,6,144,98800,100,50,50
1fkb_ligand,-7.255007,38,12,6,144,98800,100,50,50
1fkb_ligand,-5.816260,38,13,6,144,98800,100,50,50
1fkb_ligand,-6.261668,38,14,6,144,98800,100,50,50
1fkb_ligand,-2.834548,38,1,6,144,98800,100,50,50
1fkb_ligand,-6.188195,38,2,6,144,98800,100,50,50
1fkb_ligand,-3.400346,38,3,6,144,98800,100,50,50
