ligand,generation,genetic_score
0,0,0.718921
0,1,-4.37983
0,2,-4.40955
0,3,-5.78202
0,4,-5.85451
0,5,-6.26786
0,6,-6.26787
0,7,-6.26805
0,8,-6.26814
0,9,-6.29479
0,10,-6.30572
0,11,-6.30572
0,12,-6.31284
0,13,-6.31829
0,14,-6.32264
0,15,-6.32752
0,16,-6.33101
0,17,-6.33017
0,18,-6.33231
0,19,-6.33255
0,20,-6.33255
0,21,-6.33255
0,22,-6.33256
0,23,-6.33372
0,24,-6.33377
0,25,-6.33381
0,26,-6.33381
0,27,-6.33387
0,28,-6.33388
0,29,-6.33388
0,30,-6.33389
0,31,-6.33389
0,32,-6.33389
0,33,-6.33389
0,34,-6.33389
0,35,-6.33666
0,36,-6.33667
0,37,-6.33667
0,38,-6.33667
0,39,-6.33667
0,40,-6.33667
0,41,-6.33667
0,42,-6.33667
0,43,-6.33667
0,44,-6.33667
0,45,-6.33667
0,46,-6.33735
0,47,-6.33735
0,48,-6.33735
0,49,-6.33747
0,50,-6.33747
0,51,-6.34402
0,52,-6.34417
0,53,-6.34417
0,54,-6.34417
0,55,-6.34417
0,56,-6.34417
0,57,-6.34417
0,58,-6.34417
0,59,-6.34417
0,60,-6.34417
0,61,-6.34417
0,62,-6.34417
0,63,-6.34417
0,64,-6.34417
0,65,-6.34417
0,66,-6.34417
0,67,-6.34417
0,68,-6.34417
0,69,-6.34417
0,70,-6.34417
0,71,-6.34417
0,72,-6.34417
0,73,-6.34417
0,74,-6.34417
0,75,-6.34417
0,76,-6.34417
0,77,-6.34417
0,78,-6.34417
0,79,-6.34417
0,80,-6.34417
0,81,-6.34417
0,82,-6.34417
0,83,-6.34417
0,84,-6.34417
0,85,-6.34417
0,86,-6.34417
0,87,-6.34417
0,88,-6.34417
0,89,-6.34417
0,90,-6.34417
0,91,-6.34433
0,92,-6.34433
0,93,-6.34438
0,94,-6.34438
0,95,-6.34438
0,96,-6.34438
0,97,-6.34438
0,98,-6.34438
0,99,-6.34438
