ligand,generation,genetic_score
0,0,523369
0,1,239426
0,2,843.435
0,3,50.3046
0,4,44.792
0,5,23.5938
0,6,21.1821
0,7,10.4841
0,8,9.39881
0,9,8.51699
0,10,7.82748
0,11,6.89451
0,12,6.6279
0,13,6.23692
0,14,5.99713
0,15,5.83055
0,16,5.83055
0,17,5.48615
0,18,5.27439
0,19,5.09872
0,20,4.88916
0,21,4.58269
0,22,4.42969
0,23,4.29082
0,24,4.26772
0,25,4.06001
0,26,4.02358
0,27,3.97544
0,28,3.95846
0,29,3.93276
0,30,3.92931
0,31,3.91517
0,32,3.71697
0,33,3.87926
0,34,3.74175
0,35,3.74175
0,36,3.65132
0,37,3.58032
0,38,3.54578
0,39,3.30802
0,40,3.30802
0,41,3.30661
0,42,3.13428
0,43,3.27461
0,44,2.98318
0,45,2.98243
0,46,2.81729
0,47,2.79775
0,48,2.7549
0,49,2.7549
0,50,2.69681
0,51,2.69681
0,52,2.69558
0,53,2.69558
0,54,2.63157
0,55,2.61254
0,56,2.55429
0,57,2.55429
0,58,2.36423
0,59,2.55429
0,60,2.50598
0,61,2.50598
0,62,2.50598
0,63,2.3282
0,64,2.3282
0,65,2.3282
0,66,2.24752
0,67,2.24752
0,68,2.23987
0,69,2.23987
0,70,2.23987
0,71,2.23987
0,72,2.23737
0,73,2.23987
0,74,2.23987
0,75,2.23987
0,76,2.19233
0,77,2.23987
0,78,2.23099
0,79,2.23987
0,80,2.23987
0,81,2.22498
0,82,2.22498
0,83,2.22498
0,84,2.17612
0,85,2.22498
0,86,2.22498
0,87,2.20738
0,88,2.20738
0,89,2.19013
0,90,2.17778
0,91,2.18915
0,92,2.17286
0,93,2.17847
0,94,2.15477
0,95,2.17847
0,96,2.1454
0,97,2.17756
0,98,2.17756
0,99,2.17211
