ligand_id,ls_rate,ls_iter,mean_generations,std_generations,median_generations,min_generations,max_generations,mean_score,std_score,median_score,min_score,max_score,n_runs
1fkb_ligand,0,50,100.0,0.0,100.0,100,100,1917.6826907,2824.281515753967,1.667277,-6.131316,8313.449219,10
1fkb_ligand,0,100,100.0,0.0,100.0,100,100,1917.6826907,2824.281515753967,1.667277,-6.131316,8313.449219,10
1fkb_ligand,0,150,100.0,0.0,100.0,100,100,1917.6826907,2824.281515753967,1.667277,-6.131316,8313.449219,10
1fkb_ligand,0,200,100.0,0.0,100.0,100,100,1917.6826907,2824.281515753967,1.667277,-6.131316,8313.449219,10
1fkb_ligand,0,250,100.0,0.0,100.0,100,100,1917.6826907,2824.281515753967,1.667277,-6.131316,8313.449219,10
1fkb_ligand,0,300,100.0,0.0,100.0,100,100,1917.6826907,2824.281515753967,1.667277,-6.131316,8313.449219,10
1fkb_ligand,25,50,100.0,0.0,100.0,100,100,3369.0525666999993,10642.322344395783,-2.5068539999999997,-4.546949,33657.585938,10
1fkb_ligand,25,100,100.0,0.0,100.0,100,100,3691.5728824000007,10430.598469420534,-1.547828,-5.991832,33298.875,10
1fkb_ligand,25,150,100.0,0.0,100.0,100,100,3414.3566933999996,10249.6272751972,-3.446758,-8.281351,32548.587891,10
1fkb_ligand,25,200,100.0,0.0,100.0,100,100,3244.4505887,10273.115829844885,-3.8536985,-8.640456,32482.25,10
1fkb_ligand,25,250,100.0,0.0,100.0,100,100,3245.7531440000002,10277.765841942015,-4.7681045,-7.228594,32496.787109,10
1fkb_ligand,25,300,100.0,0.0,100.0,100,100,3279.2793450000004,10384.14654184833,-3.9961345,-7.587843,32833.078125,10
1fkb_ligand,50,50,100.0,0.0,100.0,100,100,331.24334250000004,704.3479435163093,-2.2226014999999997,-6.381256,1672.529785,10
1fkb_ligand,50,100,100.0,0.0,100.0,100,100,161.24611269999997,521.5084866045717,-3.648623,-6.584874,1645.474243,10
1fkb_ligand,50,150,100.0,0.0,100.0,100,100,-3.990784,1.906267002822299,-3.7105085,-6.573314,-0.999045,10
1fkb_ligand,50,200,100.0,0.0,100.0,100,100,-3.0431926000000002,3.4772916256302175,-3.7521445,-7.134421,5.305814,10
1fkb_ligand,50,250,100.0,0.0,100.0,100,100,-4.1203664,1.1329626478375867,-4.180152,-6.232466,-2.172941,10
1fkb_ligand,50,300,100.0,0.0,100.0,100,100,2.649681000000001,22.407917568553362,-4.035213000000001,-8.766105,66.072838,10
1fkb_ligand,75,50,100.0,0.0,100.0,100,100,327.30106340000003,697.4086892409847,-3.0605005,-5.460575,1664.986206,10
1fkb_ligand,75,100,100.0,0.0,100.0,100,100,1842.1959916,4731.066173214265,-3.3917755,-12.349006,15164.177734,10
1fkb_ligand,75,150,100.0,0.0,100.0,100,100,896.9151417,2336.6376937054306,-5.1207435,-12.314566,7383.540039,10
1fkb_ligand,75,200,100.0,0.0,100.0,100,100,156.35695579999998,511.42035452314457,-4.997946000000001,-12.293846,1611.863281,10
1fkb_ligand,75,250,100.0,0.0,100.0,100,100,88.8120293,298.4103733977369,-4.6343405,-12.740122,938.068481,10
1fkb_ligand,75,300,100.0,0.0,100.0,100,100,136.6701536,425.38580625103697,-4.3938805,-12.275628,1345.662354,10
1fkb_ligand,100,50,100.0,0.0,100.0,100,100,165.83026550000002,536.5864348739331,-3.2333024999999997,-7.126287,1692.974854,10
1fkb_ligand,100,100,100.0,0.0,100.0,100,100,169.47535320000003,546.7724584279521,-3.590458,-5.880196,1725.608032,10
1fkb_ligand,100,150,100.0,0.0,100.0,100,100,917.4742118,2403.7109374287197,-5.335025,-12.344265,7601.529297,10
1fkb_ligand,100,200,100.0,0.0,100.0,100,100,-4.7336277,3.1003067636944883,-4.0549475,-12.646191,-2.368355,10
1fkb_ligand,100,250,100.0,0.0,100.0,100,100,-5.3421462,2.8344186957945596,-5.032868000000001,-12.495749,-1.991789,10
1fkb_ligand,100,300,100.0,0.0,100.0,100,100,-5.3605303,2.687433782141124,-4.507117,-12.672791,-3.095584,10
