ligand,generation,genetic_score
0,0,69808.6
0,1,69694.2
0,2,65766.4
0,3,2200.03
0,4,1147.08
0,5,46.922
0,6,46.922
0,7,0.978271
0,8,0.276502
0,9,-4.2735
0,10,-4.33811
0,11,-6.61539
0,12,-7.05442
0,13,-11.7726
0,14,-11.8762
0,15,-15.0908
0,16,-15.2886
0,17,-15.737
0,18,-15.7885
0,19,-16.0102
0,20,-16.0938
0,21,-16.0938
0,22,-16.1305
0,23,-16.1613
0,24,-16.1767
0,25,-16.1849
0,26,-16.1971
0,27,-16.1849
0,28,-16.1864
0,29,-16.1929
0,30,-16.2003
0,31,-16.1929
0,32,-16.1929
0,33,-16.1929
0,34,-16.1929
0,35,-16.1959
0,36,-16.2023
0,37,-16.2023
0,38,-16.2023
0,39,-16.2023
0,40,-16.2152
0,41,-16.2023
0,42,-16.2116
0,43,-16.2116
0,44,-16.2116
0,45,-16.2202
0,46,-16.2202
0,47,-16.2202
0,48,-16.2202
0,49,-16.2202
0,50,-16.2202
0,51,-16.2202
0,52,-16.2202
0,53,-16.2202
0,54,-16.2227
0,55,-16.2304
0,56,-16.2304
0,57,-16.2391
0,58,-16.2865
0,59,-16.3302
0,60,-16.3302
0,61,-16.3432
0,62,-16.3432
0,63,-16.3585
0,64,-16.3656
0,65,-16.3675
0,66,-16.3699
0,67,-16.3684
0,68,-16.3684
0,69,-16.3684
0,70,-16.3688
0,71,-16.3689
0,72,-16.3839
0,73,-16.3839
0,74,-16.385
0,75,-16.3875
0,76,-16.3875
0,77,-16.4039
0,78,-16.4039
0,79,-16.407
0,80,-16.407
0,81,-16.4092
0,82,-16.4092
0,83,-16.4113
0,84,-16.4113
0,85,-16.4123
0,86,-16.414
0,87,-16.4123
0,88,-16.4407
0,89,-16.4125
0,90,-16.4127
0,91,-16.4127
0,92,-16.4168
0,93,-16.4171
0,94,-16.4203
0,95,-16.4171
0,96,-16.4298
0,97,-16.4474
0,98,-16.4549
0,99,-16.4672
